Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.893	23.31	1.86	0.04195	25170	0	0	0	
3.916	23.31	1.86	0.04195	0	0	0	0	
4.872	23.31	1.86	0.04195	0	0	0	0	
5.885	23.31	1.86	0.04195	0	0	0	0	
6.837	23.31	1.86	0.04195	0	0	0	0	
7.876	23.31	1.86	0.04195	0	0.00064421	0	0	
8.848	26.43	2.57	0.0483333	3.83	0.0619178	0	0	
9.855	26.43	2.57	0.0483333	0	0.165736	0	0	
10.856	40.98	4.58	0.0759333	16.56	0.165736	0	0	
11.898	40.98	4.58	0.0759333	0	0.165736	0	0	
12.946	40.97	4.59	0.0759333	-3.8147e-06	0.253152	0	0.0316839	
13.946	41.82	4.83	0.07775	1.09	0.473366	0.172541	0.220621	
14.918	41.82	4.83	0.07775	0	0.767117	0.405757	0.254691	
15.913	56.27	6.17	0.104067	15.8534	0.956795	0.551538	0.38835	
17.01	56.27	6.17	0.104067	0	1.16677	0.834762	0.680039	
17.963	61.67	6.59	0.113767	5.82583	1.46257	1.11868	0.873293	
19.001	61.67	6.59	0.113767	0	1.48957	1.41123	1.12521	
19.966	63.65	6.89	0.117567	2.26866	1.48957	1.7092	1.422	
20.992	63.65	6.89	0.117567	0	1.65004	2.0053	1.72253	
21.961	63.94	7.41	0.118917	0.809998	1.94747	2.30461	2.01701	
22.943	63.94	7.41	0.118917	0	2.24704	2.60457	2.31802	
23.916	67.01	7.77	0.124633	3.43343	2.54786	2.90188	2.61568	
25.017	67.01	7.77	0.124633	0	2.84317	2.94254	2.91167	
26.003	67.1	8.21	0.125517	0.530006	3.13584	2.9633	3.21239	
27.126	67.1	8.21	0.125517	0	3.43438	3.03163	3.50822	
27.976	68.14	8.48	0.1277	1.31001	3.6621	3.19738	3.81203	
28.948	68.14	8.48	0.1277	0	3.6672	3.48677	4.10775	
29.972	68.6	8.78	0.128967	0.759995	3.6851	3.78337	4.40549	
30.961	68.6	8.78	0.128967	0	3.79821	4.07278	4.70322	
31.986	68.7	9.06	0.1296	0.379618	4.09139	4.36862	5.00196	
