Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.065	133.86	3.02	0.365013	136880	0	0	0	
3.253	133.8	3.08	0.365013	-1.52741e-05	0	0	0	
4.276	133.8	3.08	0.365013	0	0	0	0	
5.039	133.77	3.11	0.365013	0	0	0	0	
6.137	133.77	3.11	0.365013	0	0	0	0	
7.002	133.77	3.11	0.365013	0	0	0	0	
7.945	133.77	3.11	0.365013	0	0	0	0	
9.048	152.48	3.33	0.415493	18.93	0.0254561	0.129981	0	
9.993	152.48	3.33	0.415493	0	0.0787612	0.413275	0.129159	
11.173	176.59	6.81	0.489067	27.5075	0.243292	0.702482	0.412512	
12.117	179.79	8.58	0.50232	4.97498	0.532547	1.00382	0.711389	
13.012	199.25	9.46	0.55656	20.3808	0.827766	1.29884	0.973078	
14.135	202.25	10.15	0.5664	3.68262	1.12429	1.59828	1.13068	
15.138	202.23	10.17	0.5664	0	1.42357	1.89866	1.21206	
16.109	209.79	10.9	0.588507	8.28999	1.72091	2.18443	1.21206	
17.16	209.79	10.9	0.588507	0	1.83858	2.48386	1.2248	
18.071	225.41	11.41	0.63152	16.13	1.91226	2.78384	1.38983	
19.13	225.41	11.41	0.63152	0	2.19963	3.08226	1.67786	
20.074	252.2	12.43	0.70568	27.81	2.49872	3.37823	1.97677	
21.237	252.2	12.43	0.70568	0	2.80172	3.67854	2.27636	
22.161	252.06	12.67	0.705947	0.100006	3.1005	3.9769	2.56886	
23.058	252.06	12.67	0.705947	0	3.39569	4.2733	2.86372	
24.265	251.78	13.08	0.706293	0.130005	3.69836	4.57482	3.16537	
25.037	251.78	13.08	0.706293	0	3.99835	4.87487	3.46627	
26.248	253.31	13.53	0.711573	1.98001	4.29793	5.17667	3.76747	
27.215	253.31	13.53	0.711573	0	4.59294	5.47546	4.06445	
28.115	253.34	13.57	0.71176	0.0700468	4.88768	5.77545	4.36684	
29.2	253.34	13.57	0.71176	0	5.19137	6.07693	4.66833	
30.091	253.26	13.75	0.712027	0.100037	5.47913	6.37688	4.96833	
31.071	253.26	13.75	0.712027	0	5.77329	6.67238	5.26382	
32.13	253.34	13.98	0.712853	0.309967	6.07613	6.97343	5.5686	
33.146	253.34	13.98	0.712853	0	6.37733	7.10783	5.86707	
34.083	253.46	14.39	0.714267	0.531091	6.67522	7.18286	6.16292	
35.085	253.46	14.39	0.714267	0	6.97522	7.27149	6.46038	
36.094	253.59	14.6	0.715173	0.340306	7.27522	7.29917	6.75792	
36.998	253.59	14.6	0.715173	0	7.57672	7.44293	7.05922	
38.017	263.46	14.81	0.742053	10.0699	7.87642	7.7322	7.35702	
39.216	263.46	14.81	0.742053	0	8.06954	7.86091	7.6564	
40.135	263.39	15	0.742373	0.119995	8.12759	7.98454	7.95477	
41.149	263.39	15	0.742373	0	8.1672	8.27788	8.25229	
42.103	263.27	15.12	0.742373	0	8.33895	8.57602	8.55425	
43.057	263.27	15.12	0.742373	0	8.63593	8.87555	8.84876	
44.108	263.2	15.19	0.742373	0	8.93178	9.17554	9.14656	
45.251	263.2	15.19	0.742373	0	9.23244	9.47702	9.44654	
