Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
1.247	23.33	1.84	0.04195	inf	0	0	0	
2.28	23.33	1.84	0.04195	0	0	0	0	
3.302	23.31	1.86	0.04195	0	0	0	0	
4.371	23.31	1.86	0.04195	0	0	0	0	
5.278	23.31	1.86	0.04195	0	0	0	0	
6.314	23.31	1.86	0.04195	0	0	0	0	
7.324	23.31	1.86	0.04195	0	0	0	0	
8.247	23.31	1.86	0.04195	0	0	0	0	
9.247	23.31	1.86	0.04195	0	0	0	0	
10.228	23.31	1.86	0.04195	0	0.0294564	0	0	
11.276	35.37	3.68	0.0650833	13.8939	0.0889944	0	0	
12.329	35.37	3.68	0.0650833	0	0.172129	0	0	
13.34	41.83	4.56	0.0773167	7.34	0.172129	0.0403456	0	
14.44	44.01	4.76	0.0812833	2.38	0.195942	0.306746	0.0481952	
15.326	44.63	5.61	0.0837333	1.47	0.359024	0.573854	0.143556	
16.276	46.63	5.95	0.0876333	2.33068	0.450837	0.857731	0.249008	
17.323	57.35	6.3	0.106083	11.1145	0.53674	1.14597	0.365217	
18.413	62.59	6.84	0.115717	5.78001	0.648323	1.44184	0.625827	
19.435	62.74	6.86	0.116	0.169998	0.648323	1.54582	0.924846	
20.414	62.74	6.9	0.116067	0.0400009	0.648323	1.59674	1.2209	
21.411	62.55	7.12	0.116117	0.0299988	0.757756	1.67627	1.52238	
22.438	63.5	7.2	0.117833	1.03	0.86532	1.84711	1.82072	
23.381	63.46	7.24	0.117833	0	1.13288	2.13523	2.054	
24.39	63.88	7.32	0.118667	0.501505	1.42878	2.43419	2.34277	
25.532	64.11	7.47	0.1193	0.380005	1.71665	2.72982	2.513	
26.462	64.27	7.6	0.119783	0.289993	1.86238	3.02889	2.7804	
27.421	64.77	7.71	0.1208	0.608783	2.1359	3.32707	3.07675	
28.376	66.13	7.9	0.123383	1.55311	2.3004	3.62445	3.37618	
29.384	67.24	8.08	0.125533	1.29	2.36322	3.90103	3.67784	
30.423	68.12	8.37	0.127483	1.1665	2.41352	3.92148	3.96767	
31.457	67.96	8.53	0.127483	0	2.44769	4.09756	4.2722	
32.438	68.23	8.67	0.128167	0.407551	2.50644	4.09756	4.57169	
33.407	68.23	8.67	0.128167	0	2.71958	4.16664	4.87219	
34.37	67.96	9.04	0.128333	0.100006	3.01027	4.26615	5.16956	
35.35	68.18	9.24	0.129033	0.419998	3.30713	4.49582	5.46775	
36.407	68.24	9.19	0.12905	0.0100021	3.61006	4.79372	5.76269	
37.373	68.24	9.19	0.12905	0	3.9053	5.08796	6.02617	
38.424	69.57	9.56	0.131883	1.7	4.20363	5.38576	6.11558	
39.371	69.57	9.56	0.131883	0	4.50078	5.68724	6.16919	
40.349	69.77	9.69	0.132433	0.330002	4.8007	5.98572	6.22387	
41.439	69.77	9.69	0.132433	0	5.10039	6.27356	6.27161	
42.354	70.01	9.75	0.132933	0.299696	5.39987	6.56823	6.49434	
43.43	70.01	9.75	0.132933	0	5.69833	6.86669	6.79164	
44.42	72.28	10.02	0.137167	2.53493	5.99594	7.16699	7.09232	
45.385	72.28	10.02	0.137167	0	6.28496	7.46369	7.38762	
46.468	108.51	11.38	0.199817	37.5525	6.43323	7.76579	7.68573	
47.432	108.51	11.38	0.199817	0	6.48871	8.06454	7.97886	
48.488	109.94	11.88	0.203033	1.9223	6.54361	8.36086	8.27377	
49.48	109.75	12.07	0.203033	0	6.58821	8.62149	8.57456	
50.438	109.95	12.46	0.204017	0.589407	6.58821	8.91199	8.87541	
51.408	109.88	12.53	0.204017	0	6.58821	9.20472	9.17301	
52.386	110.46	12.63	0.20515	0.682054	6.76496	9.50681	9.47661	
53.519	110.33	12.76	0.20515	0	7.0584	9.80046	9.67852	
54.446	111.07	12.86	0.20655	0.839996	7.3602	10.1043	9.91816	
55.441	111.01	12.92	0.20655	0	7.65887	10.3976	10.2124	
56.566	113.17	13.14	0.210517	2.36816	7.95228	10.6961	10.5157	
57.48	113.16	13.15	0.210517	7.66773e-06	8.24993	10.9959	10.8124	
58.476	120.44	13.57	0.22335	7.7	8.55462	11.2979	11.116	
59.449	120.44	13.57	0.22335	0	8.8475	11.597	11.4156	
60.485	126.41	14.26	0.23445	6.65335	9.14783	11.8923	11.7089	
61.495	126.25	14.32	0.234283	-0.100106	9.44907	12.1904	12.0115	
62.375	128.37	14.11	0.237467	1.91	9.74567	12.2219	12.3028	
63.399	129.11	14.3	0.239017	0.930008	10.0425	12.2486	12.5944	
64.54	129.12	14.55	0.23945	0.258444	10.3392	12.3336	12.8923	
65.325	129.03	14.64	0.23945	0	10.6409	12.6022	13.1952	
66.36	129.21	14.8	0.240017	0.339996	10.9375	12.8981	13.4937	
67.36	129.08	14.93	0.240017	0	11.2362	13.196	13.7931	
68.496	129.08	14.93	0.240017	0	11.5344	13.4908	14.0875	
69.395	129.95	15.29	0.242067	1.22756	11.8368	13.7908	14.3925	
70.388	129.95	15.29	0.242067	0	12.1353	14.0931	14.6428	
