Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
3.582	44.53	2.36	0.12504	46890	0	0	0	
4.617	44.53	2.36	0.12504	0	0	0	0	
5.626	44.52	2.37	0.12504	0	0	0	0	
6.561	44.52	2.37	0.12504	0	0	0	0	
7.618	44.53	2.36	0.12504	0	0	0	0	
8.583	44.53	2.36	0.12504	0	0	0	0	
9.576	44.52	2.37	0.12504	0	0	0	0	
10.591	44.52	2.37	0.12504	0	0	0	0	
11.453	44.52	2.37	0.12504	0	0	0	0	
12.524	44.52	2.37	0.12504	0	2.50674e-19	0	1.2979e-19	
13.496	57.14	3.03	0.160453	13.28	0.0527864	0.011313	0.0642161	
14.479	57.14	3.03	0.160453	0	0.327252	0.177188	0.31174	
15.764	74.56	4.14	0.209867	18.493	0.62203	0.182731	0.602342	
16.702	74.56	4.14	0.209867	0	0.915209	0.220157	0.894634	
17.754	78.92	5.2	0.22432	5.42	1.06543	0.256959	1.14611	
18.566	78.94	5.19	0.224347	0.00997222	1.06543	0.469807	1.34369	
19.528	83.26	5.58	0.236907	4.72417	1.15813	0.766672	1.4939	
20.587	83.26	5.58	0.236907	0	1.45236	1.06847	1.59374	
21.572	90.19	5.81	0.256	7.16	1.75505	1.36629	1.64348	
22.689	90.19	5.81	0.256	0	2.05541	1.66859	1.64927	
23.613	90.24	5.97	0.25656	0.21042	2.35232	1.96603	1.64927	
24.669	90.47	5.98	0.2572	0.240005	2.64412	2.24674	1.64927	
25.595	92.32	6.1	0.262453	1.96999	2.94085	2.54136	1.67908	
26.562	92.32	6.1	0.262453	0	3.23882	2.84336	1.80781	
27.538	92.54	6.12	0.263093	0.240005	3.53712	3.13574	2.09103	
28.641	92.54	6.12	0.263093	0	3.84008	3.43681	2.38638	
29.716	93.33	6.07	0.265067	0.739998	4.13553	3.64901	2.67956	
30.562	93.46	6.61	0.266853	0.669998	4.43251	3.87812	2.97618	
31.653	94.13	6.67	0.2688	0.729996	4.73387	4.17476	3.27665	
32.873	95.06	6.79	0.2716	1.04895	5.03504	4.47747	3.57525	
33.7	95.21	6.84	0.272133	0.200205	5.33058	4.77597	3.87338	
34.743	101.26	8.04	0.291467	7.25	5.62574	5.07477	4.17011	
35.648	101.26	8.04	0.291467	0	5.92278	5.37521	4.4734	
36.645	128.42	10.64	0.370827	29.76	6.09361	5.67143	4.771	
37.584	128.42	10.64	0.370827	0	6.13989	5.95403	5.0716	
38.683	140.74	11.51	0.406	13.19	6.39256	6.2492	5.36798	
39.595	140.74	11.51	0.406	0	6.6944	6.55014	5.67249	
40.657	146.21	12.8	0.424027	6.76001	6.99243	6.848	5.96678	
41.568	146.21	12.8	0.424027	0	7.29149	7.14909	6.24719	
42.607	152.63	13.74	0.443653	7.36	7.59263	7.45026	6.54053	
43.553	152.63	13.74	0.443653	0	7.89412	7.74747	6.60501	
44.662	152.38	14.28	0.444427	0.289993	8.19172	8.04677	6.73128	
45.58	152.38	14.28	0.444427	0	8.49172	8.34372	7.02055	
46.646	152.48	14.72	0.445867	0.540009	8.79442	8.51689	7.31082	
47.711	152.48	14.72	0.445867	0	9.09232	8.77034	7.61261	
48.8	151.38	15.92	0.446133	0.0997913	9.38758	9.06595	7.90871	
49.618	151.38	15.92	0.446133	0	9.52493	9.36907	8.21066	
50.649	151.7	16.08	0.447413	0.478099	9.81585	9.66516	8.50916	
51.656	151.7	16.08	0.447413	0	10.1182	9.96753	8.80676	
52.728	152.22	16.26	0.44928	0.699997	10.4185	10.2681	9.11276	
53.69	152.14	16.34	0.44928	0	10.7144	10.5655	9.40856	
54.634	160.9	16.43	0.47288	8.83234	11.009	10.8609	9.70652	
55.591	160.82	16.51	0.47288	-1.53047e-05	11.2709	11.1594	10.0093	
56.711	166.52	16.83	0.488933	6.01399	11.3701	11.4524	10.3049	
57.653	169.36	16.9	0.496693	2.89553	11.4216	11.7193	10.6079	
58.555	169.26	17.14	0.497067	0.140844	11.4698	11.8771	10.9049	
59.662	169.27	17.13	0.497067	1.52435e-05	11.5225	12.1756	11.2039	
60.619	169.25	17.17	0.49712	0.020009	11.5733	12.4758	11.5004	
61.728	169.21	17.21	0.49712	0	11.6257	12.7731	11.7859	
62.579	169.34	17.26	0.4976	0.179813	11.6788	13.0719	11.9223	
