Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.935	94.1	5.63	0.265947	49865	0	0	0	
4.018	94.1	5.63	0.265947	0	0	0	0	
5.092	94.1	5.63	0.265947	0	0	0	0	
6.178	94.1	5.63	0.265947	0	0	0	0	
6.989	94.1	5.63	0.265947	0	0	0	0	
7.954	94.1	5.63	0.265947	0	0	0	0	
8.934	94.1	5.63	0.265947	0	0	0	1.76022e-19	
9.985	108.77	5.95	0.30592	14.99	0.0216815	0.0397896	0.0608272	
11.008	108.77	5.95	0.30592	0	0.243312	0.138192	0.219061	
12.052	159.84	7.88	0.447253	52.9471	0.529382	0.425193	0.231674	
13.045	159.84	7.88	0.447253	0	0.6373	0.710516	0.252645	
14.107	163.76	9.91	0.46312	5.95	0.828431	1.01114	0.389006	
15.127	163.76	9.91	0.46312	0	1.12393	1.28153	0.615694	
16.143	164.05	10.12	0.464453	0.5	1.36242	1.57426	0.823445	
17.045	164.05	10.12	0.464453	0	1.55371	1.86552	0.947143	
18.06	165.56	11.05	0.47096	2.44244	1.85294	1.99818	1.23832	
19.082	165.56	11.05	0.47096	0	2.15168	2.0665	1.53766	
20.095	166.57	11.16	0.473947	1.12	2.44505	2.16413	1.834	
21.085	166.57	11.16	0.473947	0	2.74328	2.33074	2.12933	
22.12	168.76	11.59	0.480933	2.62	3.0391	2.62349	2.42308	
23.068	168.76	11.59	0.480933	0	3.33484	2.92017	2.72223	
24.076	170.21	11.98	0.48584	1.84	3.63677	3.2198	3.023	
25.053	170.21	11.98	0.48584	0	3.93266	3.51588	3.31962	
26.132	183.45	12.58	0.522747	13.84	4.16073	3.82113	3.62472	
27.104	183.67	12.58	0.523333	0.220001	4.24609	4.11656	3.9232	
28.054	187.75	12.77	0.53472	4.25723	4.31207	4.39602	4.22528	
29.165	187.75	12.77	0.53472	0	4.55704	4.69175	4.52348	
30.09	194.21	13.51	0.55392	7.17845	4.85235	4.98654	4.82498	
31.093	194.21	13.51	0.55392	0	5.1498	5.2824	5.12071	
32.085	196.84	14.03	0.56232	3.15001	5.44646	5.57486	5.41924	
33.086	199.97	14.03	0.570667	3.13	5.74402	5.87822	5.72251	
34.217	199.97	14.03	0.570667	0	6.03576	6.17282	6.01977	
35.073	202.97	14.61	0.580213	3.58	6.33753	6.47218	6.32124	
36.14	202.91	14.67	0.580213	0	6.63901	6.77386	6.62073	
37.067	207.29	14.91	0.592533	4.62	6.93602	7.06554	6.91923	
38.161	207.29	14.91	0.592533	0	7.2384	7.36	7.22161	
39.064	212.95	15.11	0.60816	5.86	7.32035	7.65971	7.51921	
40.097	212.95	15.11	0.60816	0	7.38769	7.87031	7.81921	
41.011	221.46	15.49	0.631867	8.89001	7.46863	7.92291	8.11823	
42.06	221.46	15.49	0.631867	0	7.73887	8.02276	8.41791	
43.181	230.09	16.75	0.65824	9.89988	8.03145	8.15679	8.71718	
44.109	230.09	16.75	0.65824	0	8.32481	8.45392	9.01151	
45.085	233.81	17.59	0.6704	4.56	8.62407	8.74904	9.27499	
45.998	233.81	17.59	0.6704	0	8.92091	8.78773	9.27499	
47.029	235.48	17.98	0.675893	2.06	9.21877	8.81831	9.42858	
48.085	235.48	17.98	0.675893	0	9.51539	9.06132	9.72583	
49.084	243.97	18.43	0.699733	8.94002	9.79792	9.35545	10.0184	
50.051	243.97	18.43	0.699733	0	10.098	9.65443	10.3184	
51.017	245.62	18.7	0.704853	1.91998	10.3983	9.95374	10.5922	
52.215	245.62	18.7	0.704853	0	10.6959	10.2532	10.7287	
53.15	246.76	19.1	0.70896	1.54001	10.9902	10.5513	11.0166	
54.025	246.76	19.1	0.70896	0	11.2874	10.8491	11.3133	
55.129	247.53	19.91	0.713173	1.57999	11.586	11.1403	11.6104	
55.986	247.53	19.91	0.713173	0	11.8838	11.4397	11.9093	
57.106	248.11	19.94	0.7148	0.610016	12.1843	11.7382	12.2086	
58.094	248.11	19.94	0.7148	0	12.4843	12.0375	12.4243	
59.158	249	20	0.717333	0.95864	12.7846	12.3322	12.544	
60.026	249	20	0.717333	0	13.081	12.6313	12.8376	
61.027	249	20	0.717333	0	13.3818	12.9245	13.1327	
62.084	250.14	20.19	0.72088	1.32999	13.6811	13.2277	13.4341	
63.041	250.14	20.19	0.72088	0	13.9795	13.5262	13.732	
64.135	257.02	20.65	0.740453	7.34	14.2808	13.8286	14.031	
65.097	257.02	20.65	0.740453	0	14.5802	14.1292	14.3292	
66.08	259.51	20.74	0.747333	2.58516	14.8788	14.4271	14.6246	
66.949	259.48	20.92	0.747733	0.149875	15.1765	14.725	14.9198	
68.177	259.48	20.92	0.747733	0	15.4774	15.0259	15.2179	
69.115	259.48	20.92	0.747733	0	15.7741	15.3232	15.5159	
70.06	259.36	21.14	0.748	0.100006	16.075	15.625	15.8125	
71.079	259.36	21.14	0.748	0	16.3732	15.9271	16.1119	
71.992	259.38	21.4	0.748747	0.279968	16.6756	16.2277	16.414	
73.149	259.38	21.4	0.748747	0	16.9738	16.5259	16.7125	
74.12	259.4	21.58	0.74928	0.200043	17.2728	16.8251	17.0145	
