Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.203	133.85	3.03	0.365013	136880	0	3.06464e-41	0	
3.162	133.79	3.09	0.365013	0	0.0015624	0	0	
4.251	133.79	3.09	0.365013	0	0.00409361	9.2283e-08	0.00156246	
5.16	133.78	3.1	0.365013	1.52283e-05	0.0489636	0.00312496	0.00312493	
6.331	133.78	3.1	0.365013	0	0.0489636	0.00625005	0.00468743	
7.365	163.62	3.36	0.44528	30.1	0.339503	0.0660812	0.00624982	
8.221	163.62	3.36	0.44528	0	0.670673	0.347632	0.01507	
9.204	164.52	7.86	0.45968	5.38922	0.934937	0.684407	0.17021	
10.225	164.52	7.86	0.45968	0	1.29423	0.979775	0.257312	
11.295	173.52	8.1	0.48432	9.23079	1.59565	1.26774	0.399553	
12.298	174.99	8.3	0.488773	1.67165	1.90443	1.58213	0.411839	
13.288	176.27	8.4	0.492453	1.38	2.13182	1.92359	0.65552	
14.271	185.83	10.79	0.52432	11.95	2.45857	2.23676	1.06683	
15.4	185.83	10.79	0.52432	0	2.79176	2.52428	1.369	
16.238	190.81	11.59	0.539733	5.77998	3.07989	2.85279	1.369	
17.304	190.81	11.59	0.539733	0	3.40477	3.13784	1.7417	
18.36	195.11	11.97	0.552213	4.67533	3.68686	3.54858	2.09437	
19.551	195.11	11.97	0.552213	0	3.99651	3.54858	2.48155	
20.449	200.21	12.34	0.5668	5.46999	4.31228	3.91646	2.48155	
21.384	200.21	12.34	0.5668	0	4.62632	4.37121	2.89994	
22.384	212.29	12.95	0.60064	12.7154	4.92212	4.77971	3.32175	
23.307	212.29	12.95	0.60064	0	5.25281	5.09111	3.35936	
24.434	223.28	13.26	0.630773	11.2887	5.56209	5.38601	3.42609	
25.274	223.28	13.26	0.630773	0	5.87015	5.38601	3.42609	
26.303	223.99	13.35	0.632907	0.800018	6.12897	5.7805	3.79429	
27.258	223.99	13.35	0.632907	0	6.38592	6.1613	4.06277	
28.309	230.67	13.77	0.65184	7.1071	6.72124	6.5502	4.36323	
29.294	230.67	13.77	0.65184	0	7.00917	6.8623	4.67385	
30.326	231.91	13.87	0.655413	1.34	7.26472	6.8623	5.09516	
31.457	231.91	13.87	0.655413	0	7.6222	7.2024	5.3007	
32.362	234.11	13.98	0.661573	2.30079	7.91715	7.64997	5.3007	
33.331	236.15	14.07	0.667253	2.13856	8.23277	8.03755	5.42922	
34.289	238.89	14.25	0.67504	2.92	8.45724	8.38638	5.79284	
35.463	238.85	14.29	0.67504	0	8.77806	8.68874	6.11112	
36.357	243.26	14.47	0.68728	4.59	9.0731	8.68874	6.35199	
37.375	243.32	14.55	0.687653	0.140015	9.39408	9.07602	6.41093	
38.295	244.38	14.63	0.690693	1.13885	9.63433	9.43709	6.67984	
39.354	257.59	15.19	0.727413	13.7838	9.95265	9.66983	7.00672	
40.343	258.94	15.32	0.73136	1.48001	10.2501	9.69434	7.00672	
41.324	259.12	15.42	0.732107	0.279999	10.5953	9.69434	7.38033	
42.271	262.21	15.44	0.7404	3.10999	10.9418	10.0341	7.66554	
43.262	262.46	15.58	0.74144	0.389984	11.243	10.167	7.98398	
44.346	262.46	15.59	0.741467	0.00998979	11.5718	10.167	8.2959	
45.51	268.29	15.92	0.757893	6.16	11.5718	10.2471	8.63262	
46.284	268.29	15.92	0.757893	0	12.0045	10.4188	9.03178	
47.235	269.98	16.21	0.763173	1.97998	12.3988	10.7393	9.35281	
48.277	269.98	16.21	0.763173	0	12.7382	11.1027	9.70563	
49.286	276.93	17.72	0.785733	8.41793	13.086	11.4052	10.0015	
50.461	276.93	17.72	0.785733	0	13.3514	11.6875	10.0515	
51.535	281.7	18.23	0.799813	5.28	13.7551	12.0058	10.0515	
52.278	281.7	18.23	0.799813	0	13.7551	12.3272	10.0827	
53.458	284.42	18.88	0.8088	3.37	14.1399	12.3272	10.1664	
54.3	284.25	19.05	0.8088	0	14.4732	12.7057	10.4072	
55.325	296.87	19.6	0.84392	13.17	14.8602	13.0981	10.7466	
56.365	297.01	19.46	0.84392	-3.04263e-05	15.1436	13.5222	11.0781	
57.413	297.19	20.61	0.847467	1.33271	15.4539	13.5222	11.3935	
58.333	297.21	20.59	0.847467	-3.05481e-05	15.8222	13.9045	11.7668	
59.357	327.57	21.68	0.931333	31.45	16.1824	14.2712	11.7668	
