Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
1.685	23.33	1.84	0.04195	inf	-1.18978e+25	3.0645e-41	0	
3.039	23.31	1.86	0.04195	0	0	0	0	
4.34	23.31	1.86	0.04195	0	0.000855004	0.00110762	0.00156239	
5.739	26.09	2.49	0.0476333	2.55622	0.219625	0.00213185	0.00156245	
7.167	29.06	3.14	0.0536667	2.71161	0.652894	0.185354	0.00377217	
8.39	36.53	3.1	0.06605	5.58227	1.11274	0.619596	0.124231	
9.774	36.5	3.43	0.06655	0.225059	1.51461	1.03626	0.147336	
11.063	37.08	3.48	0.0676	0.472262	1.77535	1.37763	0.150359	
12.386	37.01	3.49	0.0675	-0.0450094	1.77774	1.49899	0.15599	
13.815	52.31	4.66	0.09495	12.3556	1.77967	1.51042	0.275265	
15.265	52.31	4.66	0.09495	0	1.78219	1.61594	0.329041	
16.463	61.18	5.53	0.111183	7.30683	1.81976	1.82119	0.40117	
17.938	61.51	5.68	0.111983	0.360087	1.91856	1.95006	0.404295	
19.159	61.51	5.68	0.111983	0	2.20245	2.33492	0.542277	
20.467	61.54	6.4	0.113233	0.562641	2.49337	2.73418	0.801228	
21.857	62.43	6.91	0.115567	1.05026	2.78386	3.13661	1.14464	
23.203	62.43	6.91	0.115567	0	2.8276	3.52244	1.58293	
24.499	61.75	7.38	0.115217	-0.157775	2.90245	3.94074	1.97433	
25.776	62.9	7.87	0.11795	1.22938	3.25748	4.35076	2.36087	
27.193	62.9	7.87	0.11795	0	3.64399	4.73697	2.75698	
28.547	63.52	8.19	0.119517	0.706238	4.03121	4.94336	3.15707	
29.863	64.4	8.43	0.121383	0.840206	4.45241	4.95224	3.53821	
31.217	65.32	8.54	0.1231	0.77154	4.82312	5.16738	3.95654	
32.567	66.14	8.89	0.12505	0.878377	5.23171	5.58666	4.34313	
33.806	67.69	9.25	0.128233	1.43286	5.64047	5.83765	4.74024	
35.118	67.57	9.37	0.128233	5.70635e-06	6.00587	5.84399	5.11517	
36.42	69.27	9.99	0.1321	1.74435	6.40096	5.94194	5.53266	
37.763	69.26	10.06	0.1322	0.0447743	6.6628	6.32108	5.90613	
39.134	69.28	10.04	0.1322	5.73639e-06	6.66495	6.69954	6.31524	
40.477	70.93	10.38	0.135517	1.49624	6.82362	6.86142	6.71376	
41.881	71.88	10.59	0.13745	0.870215	7.0599	6.8699	7.0957	
43.16	71.85	10.62	0.13745	0	7.44775	6.88584	7.48848	
44.51	71.56	10.97	0.13755	0.0450094	7.82246	7.028	7.91078	
45.912	71.56	10.97	0.13755	0	8.25723	7.05024	8.29802	
47.184	74.35	11.22	0.142617	2.27886	8.63064	7.07355	8.69528	
48.507	84.59	11.61	0.160333	7.94469	9.01853	7.2303	9.09751	
49.885	84.6	11.6	0.160333	0	9.43605	7.61803	9.49059	
51.177	84.6	11.71	0.160517	0.0824592	9.84379	8.00584	9.73308	
52.466	84.72	11.65	0.160617	0.0449477	10.2096	8.40984	9.74038	
53.855	85.3	11.76	0.161767	0.518403	10.6281	8.81255	9.97859	
55.189	86.65	12.2	0.16475	1.34183	11.0098	9.1929	10.3701	
56.443	86.62	12.25	0.164783	0.0150012	11.3959	9.58628	10.5737	
57.831	87.98	12.5	0.167467	1.2078	11.8308	10.008	10.8117	
59.218	92.37	12.31	0.174467	3.14842	12.2098	10.374	11.2078	
60.522	92.39	12.29	0.174467	5.72348e-06	12.6038	10.6155	11.5549	
61.835	119.41	12.67	0.220133	20.509	13.04	10.6285	11.9454	
63.203	119.53	12.76	0.220483	0.15777	13.4182	10.7695	12.3897	
64.539	119.57	12.76	0.22055	0.0300025	13.8078	11.2039	12.7734	
65.839	119.3	13.13	0.220717	0.0749671	14.2584	11.6058	13.1651	
67.238	119.44	13.44	0.221467	0.337582	14.6492	12.0006	13.5639	
68.538	119.55	13.47	0.2217	0.105037	15.0304	12.3924	13.9731	
69.876	121.51	13.83	0.225567	1.74043	15.2813	12.8048	14.3269	
71.237	121.98	13.86	0.2264	0.374813	15.3196	12.9843	14.7772	
72.461	122.15	13.93	0.2268	0.180049	15.5367	13.1291	15.1642	
73.854	122.04	14.04	0.2268	0	15.9577	13.53	15.5667	
75.19	122.04	14.22	0.2271	0.134927	16.1542	13.8939	15.9698	
76.53	122.04	14.22	0.2271	0	16.2989	14.2964	16.3594	
77.869	122.27	14.34	0.227683	0.26257	16.7095	14.7087	16.756	
79.226	122.84	14.47	0.22885	0.524735	17.0939	15.0765	17.1636	
80.582	122.84	14.48	0.228867	0.00749775	17.459	15.5046	17.5625	
81.86	132.69	15.55	0.247067	8.19205	17.8965	15.8944	17.9573	
83.138	135.32	15.73	0.25175	2.10645	18.2864	16.2854	18.3547	
84.398	136.67	16.1	0.254617	1.29033	18.649	16.6766	18.7734	
85.741	139.66	16.95	0.261017	2.88071	18.9574	17.0847	19.1603	
87.118	145.07	17.28	0.270583	4.29641	18.9589	17.4719	19.5747	
88.527	146.04	17.63	0.272783	0.991741	18.9673	17.8574	19.9639	
89.807	158.34	18.34	0.294467	9.75994	18.9765	18.2949	20.3301	
91.18	161.61	18.86	0.300783	2.84109	18.9846	18.6462	20.7271	
92.609	166.88	19.88	0.311267	4.71161	19.0163	19.054	21.1452	
93.779	166.58	20.26	0.3114	0.0600278	19.1175	19.4746	21.5422	
95.113	174.64	19.94	0.3243	5.8108	19.5156	19.8483	21.9182	
96.554	177.84	20.66	0.330833	2.94073	19.9126	20.2733	22.3333	
97.773	179.9	20.67	0.334283	1.55288	20.3098	20.6768	22.7201	
99.201	180.75	20.84	0.335983	0.764621	20.7034	21.0563	23.1173	
100.457	187.44	21.28	0.347867	5.34884	21.104	21.4696	23.5392	
101.86	187.46	21.28	0.3479	0.0149955	21.5263	21.874	23.9329	
103.092	188.11	21.4	0.349183	0.576782	21.8944	22.2609	24.3373	
104.493	190.87	21.95	0.3547	2.48498	22.3019	22.6686	24.6411	
105.897	194.05	22.11	0.360267	2.50564	22.7315	23.0701	24.6511	
107.171	194.22	22.39	0.361017	0.337329	23.1127	23.4423	24.736	
108.441	196.24	22.59	0.364717	1.66168	23.499	23.8519	25.1436	
109.764	196.1	22.59	0.364483	-0.105263	23.9325	24.2751	25.552	
111.138	196.33	23.68	0.366683	0.989511	24.3039	24.649	25.9478	
112.496	197.38	23.66	0.3684	0.772692	24.697	25.0756	26.3465	
113.744	197.31	23.85	0.3686	0.0900188	25.1321	25.4895	26.76	
115.13	197.92	24.38	0.3705	0.854572	25.5145	25.8678	27.1637	
116.507	197.82	24.49	0.370517	0.00749775	25.9104	26.2768	27.5599	
117.721	197.75	24.61	0.3706	0.0375117	26.3129	26.7053	27.9748	
119.148	197.62	24.87	0.370817	0.0974435	26.7225	27.0821	28.3619	
120.499	202.65	25.31	0.379933	4.10353	27.1045	27.4768	28.7624	
121.858	202.57	25.54	0.380183	0.112535	27.5244	27.8875	29.1495	
123.089	202.55	25.83	0.380633	0.202402	27.9201	28.2686	29.5593	
124.518	202.73	26.1	0.381383	0.337582	28.3051	28.6928	29.9549	
125.9	202.75	26.35	0.381833	0.202554	28.7073	29.0809	30.3317	
127.157	202.36	26.89	0.382083	0.112439	29.117	29.49	30.5771	
