Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.407	44.57	2.32	0.12504	15630	0	0	0	
3.435	44.51	2.38	0.12504	0	0.00220966	0	0.000437507	
4.396	44.51	2.38	0.12504	0	0.00220966	0.00220985	0.000437507	
5.53	55.48	2.82	0.155467	11.4673	0.171105	0.00784355	0.00206036	
6.562	55.48	2.82	0.155467	0	0.611731	0.183487	0.00362279	
7.473	58.21	3.12	0.163547	3.03	0.611731	0.183487	0.00362279	
8.442	58.21	3.12	0.163547	0	1.03094	0.611781	0.0197553	
9.442	72.97	3.86	0.20488	15.5	1.41348	0.990331	0.366889	
10.404	72.97	3.86	0.20488	0	1.69626	1.39183	0.775389	
11.519	73.5	4.05	0.2068	0.720001	1.69626	1.39183	0.775389	
12.519	73.5	4.05	0.2068	0	2.02016	1.81334	1.1705	
13.614	89.57	5.55	0.253653	17.57	2.41461	2.20187	1.55314	
14.595	89.57	5.55	0.253653	0	2.83906	2.60813	1.97506	
15.634	90.34	5.68	0.256053	0.899994	2.83906	2.60813	1.97506	
16.487	90.34	5.68	0.256053	0	3.07212	3.0062	2.35674	
17.574	91.41	5.71	0.258987	1.1	3.15853	3.39729	2.75695	
18.478	92.64	5.99	0.263013	1.51	3.54519	3.78835	3.17919	
19.535	98.77	5.86	0.279013	6	3.54519	3.78835	3.17919	
20.578	100.04	6.19	0.28328	1.60001	3.93539	4.21762	3.55373	
21.577	112.16	6.63	0.316773	12.56	4.3477	4.60398	3.96065	
22.703	124.24	7.08	0.350187	12.53	4.73346	4.98267	4.37983	
23.651	124.49	7.12	0.35096	0.289993	4.73346	4.98267	4.69658	
24.527	131.04	7.37	0.369093	6.8	5.10785	5.40338	4.69658	
25.565	131.28	7.4	0.369813	0.270004	5.50946	5.80698	5.20165	
26.722	131.74	8	0.37264	1.06	5.50946	6.18172	5.20165	
27.612	131.74	8	0.37264	0	5.9729	6.18172	5.63174	
28.502	133.31	8.17	0.37728	1.73653	6.32098	6.5356	6.05998	
29.531	133.31	8.17	0.37728	0	6.75296	6.99561	6.32549	
30.534	137.76	8.5	0.390027	4.78	6.75296	7.40078	6.40492	
31.56	137.76	8.5	0.390027	0	7.20012	7.40078	6.40492	
32.486	163.88	11.04	0.466453	28.66	7.55992	7.87018	6.54051	
33.501	163.88	11.04	0.466453	0	7.90541	8.27528	6.95336	
34.55	169.5	12.67	0.485787	7.25	7.90541	8.5885	6.95336	
35.598	169.5	12.67	0.485787	0	8.34748	8.5885	7.4443	
36.7	176.75	13.24	0.50664	7.86721	8.694	9.01393	7.74874	
37.766	176.75	13.24	0.50664	0	8.98284	9.39526	8.16069	
38.575	185.73	13.72	0.531867	9.45999	9.03983	9.6335	8.54911	
39.555	185.64	13.81	0.531867	0	9.03983	9.6335	8.87579	
40.534	186.8	13.97	0.535387	1.32001	9.17245	9.9692	8.87579	
41.624	194.55	13.08	0.55368	6.86	9.56238	10.4348	9.41791	
42.631	194.55	13.08	0.55368	0	9.94901	10.7587	9.41791	
43.514	194.62	13.11	0.553947	0.100091	9.94901	10.7587	9.78779	
44.579	194.62	13.11	0.553947	0	10.3562	11.1015	10.1209	
45.57	195.03	13.32	0.5556	0.62001	10.7894	11.2057	10.538	
46.729	195.39	13.35	0.55664	0.38961	11.1359	11.2057	10.9175	
47.677	196.32	13.48	0.559467	1.06104	11.1359	11.5677	10.9175	
48.605	196.44	13.51	0.559867	0.150009	11.5113	12.0751	11.3685	
49.724	200.2	13.88	0.57088	4.13	11.7323	12.0751	11.7706	
50.719	200.5	13.94	0.57184	0.360001	11.7323	12.3877	12.1446	
51.66	227.56	14.82	0.646347	27.94	12.1608	12.3909	12.1446	
52.577	227.56	14.82	0.646347	0	12.5396	12.3909	12.5595	
53.502	227.76	15.29	0.648133	0.669998	12.8818	12.3925	12.9649	
54.636	227.76	15.29	0.648133	0	13.3247	12.3925	13.3546	
55.612	227.25	15.87	0.64832	0.0699221	13.3247	12.4013	13.3546	
56.854	227.25	15.87	0.64832	0	13.6889	12.4443	13.6733	
57.564	227.36	15.89	0.648667	0.130005	13.9542	12.4443	13.7306	
58.563	227.36	15.89	0.648667	0	13.965	12.5803	13.7369	
59.758	227.42	15.93	0.648933	0.0999062	13.965	12.9463	13.7369	
60.558	227.43	15.92	0.648933	0	13.9726	12.9463	13.7404	
61.587	227.42	15.95	0.648987	0.019989	13.9773	13.4202	13.7661	
62.756	227.42	15.95	0.648987	0	13.9773	13.8007	13.8413	
