Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
5.977	25.58	2.44	0.0467	7005	-1.77944e-14	3.07697e-41	0	
6.987	33.52	2.91	0.0607167	8.44378	0.65841	0.202993	0.00469156	
8.071	34.58	3.57	0.0635833	1.71828	1.07959	0.629504	0.114556	
8.987	34.58	3.57	0.0635833	0	1.07959	0.629504	0.114556	
9.945	34.67	3.93	0.0643333	0.450001	1.48045	1.01362	0.14434	
10.995	34.67	3.93	0.0643333	0	1.70952	1.38115	0.146553	
11.984	35.27	3.96	0.0653833	0.636365	1.71428	1.50731	0.146553	
12.964	35.27	3.96	0.0653833	0	1.71428	1.50731	0.146553	
14.004	37.32	4.22	0.0692333	2.31	1.71619	1.52121	0.231531	
14.929	37.32	4.22	0.0692333	0	1.71829	1.53834	0.253661	
16.072	55.39	6.2	0.10265	20.0902	1.76009	1.77744	0.467543	
17.073	55.39	6.2	0.10265	0	1.76009	1.77744	0.467543	
18.114	61.41	6.92	0.113883	6.71984	1.85023	2.16422	0.784638	
19.048	61.41	6.92	0.113883	0	2.17436	2.58176	1.12173	
20.157	61.93	7.26	0.115317	0.860001	2.48534	2.96295	1.53837	
20.982	61.93	7.26	0.115317	0	2.48534	2.96295	1.53837	
21.986	62.65	7.82	0.11745	1.28001	2.78437	3.34891	1.94102	
23.022	62.65	7.82	0.11745	0	2.81043	3.74937	2.31258	
24.071	63.53	8.16	0.119483	1.21999	2.83744	4.16002	2.56584	
25.006	63.53	8.16	0.119483	0	2.83744	4.16002	2.56584	
26.092	64.84	8.46	0.122167	1.61	3.17297	4.56854	2.94857	
26.979	64.84	8.46	0.122167	0	3.38829	4.97037	3.32238	
28.029	66.49	8.71	0.125333	1.8981	3.47599	5.34337	3.72274	
29.079	66.49	8.71	0.125333	0	3.47599	5.34337	3.72274	
30.05	67.04	9.44	0.127467	1.28257	3.81336	5.74275	4.15208	
31.013	67.04	9.44	0.127467	0	4.20129	6.1319	4.52868	
32.189	67.09	9.62	0.12785	0.229996	4.46342	6.53138	4.93117	
33.123	67.09	9.62	0.12785	0	4.46342	6.53138	4.93117	
34.075	68.32	9.99	0.130517	1.6	4.46925	6.92411	5.34399	
34.999	68.32	9.99	0.130517	0	4.47002	7.35128	5.73118	
36.231	70.39	10.32	0.134517	2.4	4.56843	7.73174	6.13177	
37.256	70.39	10.32	0.134517	0	4.56843	7.73174	6.13177	
38.041	71.7	10.99	0.137817	1.97802	4.97126	8.13503	6.54875	
39.098	71.7	10.99	0.137817	0	5.3531	8.53458	6.94904	
40.106	77.15	12.05	0.148667	6.52306	5.73953	8.93081	7.18647	
41.084	77.15	12.05	0.148667	0	5.73953	8.93081	7.18647	
42.132	77.15	12.05	0.148667	0	6.14165	9.32261	7.49858	
43.068	88.26	12.2	0.167433	11.26	6.56031	9.73734	7.85865	
44.116	88.26	12.2	0.167433	0	6.94236	10.1332	8.26372	
45.113	88.32	13.06	0.168967	0.919998	6.94236	10.1332	8.26372	
46.091	88.32	13.06	0.168967	0	7.32572	10.4926	8.43182	
47.115	87.9	13.58	0.169133	0.099707	7.75402	10.9241	8.73396	
48.061	87.9	13.58	0.169133	0	7.99081	11.3294	9.11439	
49	87.78	13.78	0.169267	0.0800743	7.99081	11.3294	9.11439	
50.023	87.78	13.78	0.169267	0	7.99565	11.6883	9.53028	
51.103	87.4	14.16	0.169267	7.62939e-06	8.00214	12.1236	9.90158	
51.967	87.4	14.16	0.169267	0	8.00683	12.525	10.1127	
53.048	86.7	15.15	0.16975	0.290284	8.00683	12.525	10.1127	
54.045	86.7	15.15	0.16975	0	8.01009	12.9246	10.1202	
55.161	86.78	15.21	0.169983	0.139999	8.03764	13.3102	10.1235	
56.126	86.78	15.21	0.169983	0	8.25929	13.7133	10.1253	
57.022	86.92	15.2	0.1702	0.130005	8.25929	13.7133	10.1253	
58.062	86.92	15.2	0.1702	0	8.66424	14.1035	10.1323	
59.152	87.15	15.23	0.170633	0.258966	9.0825	14.5272	10.1484	
60.184	87.15	15.23	0.170633	0	9.47538	14.9199	10.1579	
61.137	87.46	15.28	0.171233	0.360353	9.47538	14.9199	10.1579	
62.018	87.46	15.28	0.171233	0	9.89174	15.3006	10.1907	
63.016	88.14	15.42	0.1726	0.822467	10.2613	15.7309	10.2909	
64.077	88.14	15.42	0.1726	0	10.671	16.1247	10.5797	
65.066	89.83	15.63	0.175767	1.9	10.671	16.1247	10.5797	
65.961	89.83	15.63	0.175767	0	11.0493	16.5057	11.0043	
67.036	92.67	15.38	0.180083	2.59	11.4753	16.9287	11.3854	
68.205	92.67	15.38	0.180083	0	11.8642	17.3141	11.7814	
69.06	96.4	15.7	0.186833	4.05406	11.8642	17.3141	11.7814	
70.059	96.4	15.7	0.186833	0	12.2797	17.6972	12.1943	
71.081	101.57	15.82	0.19565	5.29	12.651	18.1061	12.5773	
72.123	101.5	15.89	0.19565	0	13.0455	18.5638	13.0018	
73.134	101.64	15.94	0.195967	0.190002	13.0455	18.5638	13.0018	
74.158	114.41	16.74	0.218583	13.57	13.4873	18.9685	13.4012	
75.097	115.22	17.02	0.2204	1.09	13.8682	19.1892	13.7818	
76.046	115.22	17.02	0.2204	0	14.2659	19.3327	14.1992	
77.025	115.48	17.09	0.22095	0.330332	14.2659	19.3327	14.1992	
78.021	116.04	17.69	0.222883	1.16	14.6495	19.7118	14.6023	
79.039	116.49	18.1	0.224317	0.860001	15.0639	20.137	14.9778	
79.971	116.49	18.41	0.224833	0.309998	15.3356	20.5317	15.3847	
81.088	117.66	18.86	0.227533	1.62001	15.3356	20.5317	15.3847	
82.05	117.59	19.18	0.22795	0.24777	15.3624	20.9232	15.8084	
82.96	117.59	19.18	0.22795	0	15.6455	21.3369	16.1996	
83.956	126.24	19.69	0.243217	9.15999	16.0016	21.7286	16.6034	
85.058	126.25	19.68	0.243217	0	16.0016	21.7286	16.6034	
86.064	130.24	19.74	0.249967	4.05	16.1644	22.1377	16.9469	
87.091	130.24	19.74	0.249967	0	16.3665	22.5215	17.0796	
88.197	132.08	19.84	0.2532	1.93999	16.3665	22.9186	17.3715	
89.025	132.08	19.84	0.2532	0	16.7801	22.9186	17.3715	
90.034	132.2	20.03	0.253717	0.310013	17.1607	23.3084	17.7861	
91.12	132.2	20.03	0.253717	0	17.5634	23.7322	18.16	
92.024	135.87	20.33	0.260333	3.97	17.9478	23.904	18.556	
93.101	135.87	20.33	0.260333	0	17.9478	23.904	18.556	
94.031	138.29	20.65	0.2649	2.74823	18.369	24.0169	18.9683	
95.057	138.29	20.65	0.2649	0	18.7465	24.1865	19.3391	
96.115	138.29	20.73	0.265033	0.0800018	18.7465	24.5569	19.7055	
96.971	140.58	20.99	0.269283	2.55002	19.0125	24.5569	19.7055	
98.063	141.2	21.16	0.2706	0.789993	19.0312	24.7486	19.9475	
99.018	141.2	21.16	0.2706	0	19.0484	24.9341	20.0259	
100.12	141.13	21.23	0.2706	-1.52588e-05	19.0484	25.3184	20.2585	
101.096	141.13	21.23	0.2706	0	19.1313	25.3184	20.2585	
102.101	141.13	21.24	0.270617	0.0100098	19.3082	25.6842	20.6383	
103.046	141.12	21.25	0.270617	0	19.4813	26.0989	21.0012	
104.157	141.6	21.35	0.271583	0.578844	19.8552	26.4949	21.4021	
105.109	147.57	21.79	0.282267	6.42285	19.8552	26.4949	21.4021	
106.048	147.73	22.05	0.282967	0.419998	20.2537	26.7823	21.8264	
107.03	178.28	22.85	0.335217	31.35	20.4616	26.7897	22.2099	
108.114	178.41	22.89	0.3355	0.169828	20.485	26.9499	22.5957	
108.95	178.81	22.94	0.33625	0.450447	20.485	26.9499	22.5957	
110.084	178.89	23.05	0.336567	0.190002	20.7935	27.3406	23.0363	
111.083	178.94	23	0.336567	0	21.2179	27.7447	23.4115	
112.041	179.13	23.05	0.336967	0.238811	21.4908	28.1706	23.8122	
113.025	179.11	23.07	0.336967	0	21.4908	28.1706	23.8122	
114.018	179.33	23.14	0.33745	0.290866	21.4996	28.5646	24.2251	
114.971	179.34	23.21	0.337583	0.0800018	21.5114	28.9426	24.6069	
