Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
1.989	23.33	1.84	0.04195	12585	-0.000377709	3.06646e-41	0	
2.952	23.31	1.88	0.0419833	0.0200405	0	0	0	
3.989	23.31	1.88	0.0419833	0	0.00156254	0.00204062	0.00220972	
4.946	27.58	3.11	0.05115	5.5	0.130449	0.00518211	0.00440894	
5.978	27.58	3.11	0.05115	0	0.468901	0.0979177	0.00595677	
6.953	35.3	4.01	0.0655167	8.62	0.816458	0.439352	0.0855761	
7.981	35.3	4.01	0.0655167	0	1.09989	0.729496	0.23406	
8.994	35.76	4.08	0.0664	0.529999	1.30983	1.01708	0.23751	
10.014	37.6	4.25	0.06975	2.00799	1.33696	1.23154	0.238653	
11.053	57.37	6.18	0.105917	21.7217	1.36885	1.23722	0.273075	
12.038	58.78	6.36	0.108567	1.59	1.4898	1.28143	0.380812	
13.025	58.78	6.36	0.108567	0	1.51856	1.44709	0.617622	
14.101	60.51	6.62	0.111883	1.99001	1.54899	1.62098	0.91143	
15.069	60.51	6.62	0.111883	0	1.79543	1.64318	1.12196	
16.124	60.55	6.73	0.112133	0.150002	2.03455	1.71436	1.20896	
17.116	60.55	6.73	0.112133	0	2.29328	1.80748	1.27179	
18.125	60.54	6.78	0.1122	0.039961	2.29645	1.92739	1.36779	
19.065	60.54	6.78	0.1122	0	2.29852	1.95074	1.58288	
20.036	60.43	7.09	0.112533	0.1992	2.30336	1.98597	1.58872	
21.078	60.43	7.09	0.112533	0	2.33715	2.08938	1.58872	
22.077	60.73	7.16	0.11315	0.370003	2.57033	2.38986	1.59028	
23.035	60.73	7.16	0.11315	0	2.79563	2.70794	1.59341	
24.144	62.62	7.35	0.116617	2.07999	3.16864	2.98915	1.5965	
25.025	62.62	7.35	0.116617	0	3.44823	3.34648	1.59803	
26.023	62.49	7.48	0.116617	7.62939e-06	3.45414	3.60128	1.5996	
27.053	62.49	7.48	0.116617	0	3.45442	3.62825	1.60116	
28.156	63.14	7.57	0.11785	0.739998	3.45559	3.66202	1.60272	
29.129	63.14	7.57	0.11785	0	3.45829	3.76696	1.60684	
30.117	63.56	7.64	0.118667	0.489998	3.45842	4.04224	1.61048	
30.994	63.56	7.64	0.118667	0	3.46149	4.20592	1.62262	
32.022	64.43	7.82	0.120417	1.04686	3.46305	4.39807	1.70237	
33.065	64.43	7.82	0.120417	0	3.46461	4.75037	1.70586	
34.24	64.58	7.83	0.120683	0.159836	3.46475	4.96178	1.70936	
35.138	64.58	7.83	0.120683	0	3.46548	4.98904	1.71092	
36.019	64.64	7.82	0.120767	0.0500031	3.46978	5.02966	1.71249	
37.033	64.64	7.82	0.120767	0	3.47134	5.07463	1.86538	
38.02	64.96	7.83	0.121317	0.329343	3.4736	5.20783	2.21786	
39.203	64.92	7.98	0.1215	0.110221	3.47454	5.21143	2.47334	
40.065	65.08	8.01	0.121817	0.189995	3.47529	5.24025	2.78996	
41.062	64.92	8.17	0.121817	0	3.53475	5.41415	3.02724	
42.104	64.92	8.17	0.121817	0	3.81104	5.6671	3.04464	
43.042	64.81	8.32	0.121883	0.0400811	4.15172	5.92484	3.04814	
