Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
3.047	133.76	3.12	0.365013	68440	-7.60667e-10	3.08482e-41	0	
4.04	133.76	3.12	0.365013	0	0	0	2.64698e-23	
5.033	133.76	3.12	0.365013	0	0.157678	0	2.64698e-23	
6.014	133.76	3.12	0.365013	0	0.157678	0	2.64698e-23	
7.011	133.76	3.12	0.365013	0	0.552365	8.67362e-19	2.64698e-23	
8.031	133.76	3.12	0.365013	0	0.993299	1.73472e-18	0.00238554	
9.002	133.76	3.12	0.365013	0	0.993299	1.73472e-18	0.00238554	
10.066	133.76	3.12	0.365013	0	1.36247	2.60209e-18	0.0104378	
11.146	191.07	9.4	0.534587	63.59	1.5974	0.141217	0.11584	
12.347	192.38	10.46	0.540907	2.36058	1.81359	0.536577	0.507579	
13.25	192.49	10.48	0.541253	0.130512	1.81359	0.536577	0.507579	
14.004	194.2	10.04	0.54464	1.26621	1.96603	0.917009	0.889814	
15.137	194.25	10.05	0.5448	0.0601781	2.32569	1.28737	1.26934	
16.144	200.61	10.86	0.56392	7.17	2.78723	1.28737	1.64395	
17.218	200.61	10.86	0.56392	0	2.78723	1.78213	1.64395	
18.128	200.94	11.15	0.565573	0.619995	3.10276	2.10852	2.07318	
19.159	200.94	11.15	0.565573	0	3.47329	2.51496	2.45521	
20.264	202.4	11.37	0.570053	1.67999	3.9024	2.94466	2.83788	
21.302	202.4	11.37	0.570053	0	3.9024	2.94466	2.83788	
22.168	202.16	11.65	0.57016	0.0400085	4.32876	3.29233	3.25185	
23.296	202.16	11.65	0.57016	0	4.77065	3.76437	3.65565	
24.227	202.13	11.75	0.570347	0.0700073	5.09367	3.76437	4.00652	
25.225	202.13	11.75	0.570347	0	5.09367	4.14827	4.00652	
26.126	201.98	11.9	0.570347	-1.52588e-05	5.61775	4.53004	4.4924	
27.128	201.98	11.9	0.570347	0	6.01523	4.86716	4.85812	
28.043	202.05	11.94	0.57064	0.110016	6.01523	4.86716	5.23357	
29.083	202.04	11.96	0.570667	0.00999451	6.40682	5.38386	5.23357	
