Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.166	93.21	5.57	0.263413	24695	0	3.06184e-41	0	
3.15	94.1	5.63	0.265947	0.950948	0.0015625	0.00121529	0.00156253	
4.216	94.1	5.63	0.265947	0	0.0454147	0.00121529	0.00156253	
5.186	116.27	6.13	0.3264	22.6927	0.0454147	0.00257101	0.00354572	
6.104	116.27	6.13	0.3264	0	0.350139	0.0400791	0.00468765	
7.111	148.38	7.69	0.416187	33.7037	0.694907	0.130207	0.0335852	
8.179	148.38	7.69	0.416187	0	0.995594	0.183902	0.244661	
9.28	152.4	8.77	0.429787	5.10001	1.25608	0.442737	0.258566	
10.335	153.87	8.94	0.43416	1.64	1.5904	0.742466	0.262059	
11.396	157.47	9.45	0.44512	4.11	1.88158	1.06796	0.2831	
12.237	157.91	9.58	0.44664	0.569992	2.24569	1.36779	0.432938	
13.303	162.28	10.04	0.45952	4.83	2.55873	1.68708	0.445778	
14.308	163.81	10.02	0.463547	1.5085	2.89735	2.00855	0.453659	
15.275	167.58	10.4	0.474613	4.14999	3.24617	2.32661	0.455048	
16.258	170.75	10.4	0.483067	3.17317	3.24617	2.6189	0.458467	
17.397	170.75	10.4	0.483067	0	3.65141	2.97091	0.462123	
18.246	178.13	10.54	0.50312	7.52	4.04	2.97091	0.551762	
19.296	178.13	10.54	0.50312	0	4.3276	3.24728	0.806904	
20.195	185.97	11.16	0.52568	8.46001	4.73708	3.43377	0.835264	
21.19	185.97	11.16	0.52568	0	5.12555	3.76963	0.971794	
22.277	192.98	11.53	0.54536	7.38738	5.12555	4.03761	0.971794	
23.257	192.98	11.53	0.54536	0	5.46736	4.37048	1.32099	
24.214	200.47	12.03	0.566667	7.99001	5.82403	4.64825	1.82607	
25.172	200.47	12.03	0.566667	0	6.18618	5.02503	1.82607	
26.259	208.59	12.56	0.589733	8.63273	6.48505	5.36945	2.20067	
27.285	208.59	12.56	0.589733	0	6.82881	5.70478	2.5099	
28.414	223	14.13	0.632347	15.98	7.14112	6.05796	2.87411	
29.228	223	14.13	0.632347	0	7.14112	6.05796	3.22858	
30.31	227.32	14.52	0.644907	4.71001	7.53705	6.4536	3.55262	
31.321	227.32	14.52	0.644907	0	7.93549	6.81174	3.93959	
32.121	228.82	14.65	0.649253	1.62999	7.93549	7.14969	3.93959	
33.226	228.82	14.65	0.649253	0	8.34688	7.3496	4.36975	
34.166	230.93	15.43	0.65696	2.89001	8.38638	7.66658	4.75133	
35.193	230.93	15.43	0.65696	0	8.47929	8.00494	5.10705	
36.346	236.88	16	0.674347	6.51348	8.70717	8.21476	5.40818	
37.159	236.88	16	0.674347	0	8.70717	8.21476	5.72486	
38.344	236.88	16	0.674347	0	9.15118	8.26328	5.72486	
39.191	241.17	16.47	0.68704	4.73631	9.45408	8.35003	6.10112	
40.289	245.2	16.78	0.698613	4.35743	9.79639	8.61532	6.56737	
41.24	245.88	16.93	0.700827	0.830848	10.1893	8.87754	6.96528	
42.221	252.16	17.46	0.718987	6.81	10.4953	9.2605	6.96528	
43.252	253.31	17.67	0.722613	1.35999	10.5299	9.59075	7.34635	
44.383	253.31	17.67	0.722613	0	10.5299	9.93116	7.77215	
45.342	261.29	18.29	0.745547	8.49803	10.6656	9.93116	8.08538	
46.258	261.29	18.29	0.745547	0	11.0162	10.3188	8.41265	
47.312	269.89	18.94	0.770213	9.23154	11.4376	10.6936	8.75035	
48.27	269.89	18.94	0.770213	0	11.7745	11.039	8.75035	
49.209	272.52	19.18	0.777867	2.87	12.1059	11.372	9.01521	
50.319	272.52	19.18	0.777867	0	12.1059	11.6437	9.11203	
51.349	277.58	19.67	0.792667	5.55002	12.4259	11.9202	9.36687	
52.151	277.58	19.67	0.792667	0	12.7271	12.2204	9.66596	
53.242	279.17	20.04	0.797893	1.9838	12.7932	12.5572	10.0472	
54.215	279.17	20.04	0.797893	0	12.7932	12.865	10.3442	
55.247	279.68	20.05	0.79928	0.517402	12.9671	13.1683	10.7132	
56.291	279.68	20.05	0.79928	0	13.2841	13.5116	10.7132	
57.292	280.36	20.05	0.801093	0.679993	13.5292	13.882	11.0512	
58.145	280.36	20.05	0.801093	0	13.5724	13.882	11.3806	
59.087	281.93	20.05	0.80528	1.56531	13.6526	14.2259	11.7067	
60.241	281.93	20.05	0.80528	0	13.9743	14.7851	12.0234	
61.214	283.44	20.09	0.809413	1.55002	14.334	14.7851	12.3029	
62.313	283.44	20.09	0.809413	0	14.7077	15.1242	12.6334	
63.364	286.98	20.09	0.818853	3.54707	14.7077	15.5845	12.9191	
64.303	286.98	20.09	0.818853	0	15.0539	15.9033	13.2225	
65.307	287.42	20.09	0.820027	0.440884	15.4326	16.2788	13.6397	
66.344	292.45	19.88	0.83288	4.81519	15.6848	16.2788	13.9849	
67.194	292.82	20.07	0.834373	0.560558	15.7034	16.6567	13.9849	
68.314	294.06	20.13	0.83784	1.30002	15.7511	16.9855	14.3662	
69.181	294.06	20.13	0.83784	0	16.0363	17.2836	14.6768	
