Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.493	44.5	2.39	0.12504	15630	0	0	0	
3.475	44.5	2.39	0.12504	0	0	0	0	
4.489	44.5	2.39	0.12504	0	0	0	0	
5.441	47.64	2.37	0.13336	3.12	0.14062	5.82527e-08	0.0029426	
6.471	47.64	2.37	0.13336	0	0.546355	0.00113029	0.00589391	
7.577	58.78	3.04	0.164853	11.81	0.546355	0.00113029	0.00589391	
8.543	58.78	3.04	0.164853	0	0.990763	0.155797	0.00818924	
9.499	70.45	3.85	0.198133	12.505	1.43189	0.594993	0.0405145	
10.537	70.45	3.85	0.198133	0	1.65417	0.97191	0.381947	
11.598	73.18	4.39	0.206853	3.27	1.65417	0.97191	0.381947	
12.453	73.18	4.39	0.206853	0	1.95947	1.38977	0.780174	
13.671	88.93	5.73	0.252427	17.09	2.34136	1.80231	1.1744	
14.709	89.06	5.75	0.252827	0.149994	2.72921	2.1915	1.57198	
15.62	89.4	5.83	0.253947	0.420006	2.72921	2.1915	1.57198	
16.618	89.64	5.85	0.25464	0.259995	3.02621	2.58929	1.97854	
17.588	89.84	5.87	0.255227	0.220001	3.09906	2.99737	2.37412	
18.558	91.01	6.03	0.258773	1.33	3.44074	2.99737	2.75437	
19.577	92.43	6.27	0.2632	1.66	3.44074	3.39959	2.75437	
20.605	94.23	6.27	0.268	1.79819	3.87315	3.79765	3.16243	
21.682	95.78	6.77	0.273467	2.05206	4.16204	4.17703	3.57158	
22.506	113.31	7.27	0.321547	18.03	4.3513	4.59321	3.95911	
23.652	113.31	7.27	0.321547	0	4.3513	4.59321	3.95911	
24.728	131.12	7.79	0.370427	18.33	4.7603	4.9956	4.38542	
25.657	131.12	7.79	0.370427	0	5.12533	5.39117	4.7415	
26.616	132.09	7.85	0.373173	1.03001	5.12533	5.7885	4.7415	
27.589	132.09	7.85	0.373173	0	5.5868	5.7885	5.20509	
28.678	132.59	8.35	0.37584	1	5.97938	6.18859	5.58028	
29.591	132.59	8.35	0.37584	0	6.3538	6.59742	5.97635	
30.775	133.18	8.58	0.378027	0.819992	6.71669	6.98596	6.33743	
31.632	133.18	8.58	0.378027	0	6.71669	6.98596	6.33743	
32.7	133.98	8.73	0.38056	0.950948	7.17982	7.39608	6.81709	
33.595	133.98	8.73	0.38056	0	7.60193	7.78545	7.17192	
34.761	135.9	8.93	0.386213	2.12213	7.91309	7.78545	7.55691	
35.974	135.9	8.93	0.386213	0	7.91309	8.26095	7.55691	
36.673	141.13	9.34	0.401253	5.63435	7.96512	8.6438	7.98161	
37.777	141.13	9.34	0.401253	0	8.02556	9.06233	8.36763	
38.699	162.53	10.28	0.460827	22.3848	8.02556	9.06233	8.36763	
39.79	162.53	10.28	0.460827	0	8.50412	9.42608	8.80113	
40.619	174.34	10.54	0.493013	12.1185	8.85406	9.85492	9.22254	
41.851	174.34	10.54	0.493013	0	8.85406	10.1048	9.53097	
42.695	184.23	11.82	0.5228	11.1812	9.27719	10.1048	9.53097	
43.625	184.23	11.82	0.5228	0	9.68721	10.6172	9.85622	
44.493	184.4	11.82	0.523253	0.170339	10.0121	10.979	10.204	
45.558	185.5	12.07	0.526853	1.35001	10.3123	10.979	10.3763	
46.876	188.11	12.44	0.5348	2.98	10.3123	11.2997	10.4376	
47.88	188.3	12.47	0.535387	0.220001	10.7799	11.6476	10.4376	
48.65	188.3	12.47	0.535387	0	11.1733	12.1825	10.4605	
49.738	201.6	12.48	0.57088	13.31	11.5432	12.1825	10.4605	
50.644	201.6	12.48	0.57088	0	11.9122	12.5494	10.6465	
51.554	208.44	14.3	0.593973	8.66867	11.9122	12.8642	11.1195	
52.63	208.44	14.3	0.593973	0	12.3444	13.2209	11.4796	
53.722	208.82	13.94	0.594027	0.019989	12.734	13.5835	11.4796	
54.537	208.82	13.94	0.594027	0	12.734	13.5835	11.8509	
55.611	210.41	14.2	0.59896	1.85001	12.7548	14.0037	12.2645	
56.821	210.41	14.2	0.59896	0	12.9888	14.3938	12.6313	
57.871	242.22	16.83	0.6908	34.4056	13.3714	14.824	12.6313	
58.64	242.22	16.83	0.6908	0	13.6883	14.824	13.0701	
59.569	242.98	16.82	0.6928	0.748503	13.6883	15.2759	13.4724	
60.599	242.98	16.82	0.6928	0	13.6956	15.6521	13.8371	
61.663	242.04	16.64	0.689813	-1.12	13.6988	15.9634	14.1024	
62.777	242.04	16.64	0.689813	0	13.6988	16.3418	14.1024	
63.614	241.64	17.07	0.689893	0.0299988	13.6988	16.3418	14.5604	
64.599	241.64	17.07	0.689893	0	13.7137	16.6571	14.9069	
65.796	241.45	17.36	0.69016	0.0999756	13.7726	17.1896	15.3849	
66.679	241.45	17.36	0.69016	0	13.8526	17.1896	15.7311	
67.605	241.06	17.78	0.69024	0.0300293	13.8526	17.6065	15.7311	
68.626	241.06	17.78	0.69024	0	14.36	17.9113	16.1523	
69.564	240.9	17.94	0.69024	0	14.7152	18.2771	16.534	
