Time	Free (m^2)	Occupied(m^2)	Explored Ratio	Explore Rate (m^2/s)	r1 dist (m)	r2 dist (m)	r3 dist (m)	
2.448	133.8	3.08	0.365013	136880	1.76236e+23	3.09154e-41	0	
3.459	133.8	3.08	0.365013	0	0	0	0	
4.473	133.8	3.08	0.365013	0	1.35428e-07	1.64226e-07	9.29747e-08	
5.441	136.19	3.09	0.371413	2.39999	0.0774168	0.00156268	0.00156239	
6.499	136.19	3.09	0.371413	0	0.364583	0.0331638	0.00312493	
7.499	167.63	3.69	0.456853	32.04	0.768258	0.344701	0.0494469	
8.57	167.63	3.69	0.456853	0	1.06488	0.638056	0.210806	
9.602	185.96	8.12	0.517547	22.76	1.37785	0.936689	0.52157	
10.547	185.96	8.12	0.517547	0	1.6727	1.25337	0.833644	
11.765	189.01	8.95	0.527893	3.88	1.87078	1.54317	1.1803	
12.585	189.53	10.75	0.53408	2.31538	2.21111	1.88931	1.1803	
13.707	192.56	10.94	0.542667	3.22322	2.52108	2.26402	1.42219	
14.65	192.24	11.29	0.542747	0.030014	2.7736	2.26402	1.84386	
15.676	192.38	11.35	0.54328	0.199997	3.10874	2.6681	2.17298	
16.509	192.38	11.35	0.54328	0	3.47561	3.01124	2.17298	
17.512	192.43	11.45	0.54368	0.149979	3.76174	3.37541	2.48677	
18.51	192.93	11.5	0.545147	0.550003	4.05303	3.37541	2.80954	
19.713	193	11.58	0.545547	0.150009	4.32879	3.7732	3.22172	
20.562	193.01	11.74	0.546	0.169828	4.65414	4.15509	3.22172	
21.725	193.27	11.78	0.5468	0.300303	4.98566	4.50132	3.65487	
22.559	208.1	12.78	0.589013	15.83	5.26675	4.50132	4.01561	
23.679	208.37	12.86	0.589947	0.349991	5.50285	4.92268	4.42003	
24.584	208.93	13.03	0.591893	0.727812	5.82124	5.23846	4.42003	
25.74	208.93	13.03	0.591893	0	6.11844	5.59563	4.75242	
26.698	209.46	13.18	0.593707	0.680023	6.4415	5.92049	5.07026	
27.722	209.46	13.18	0.593707	0	6.70939	6.36888	5.45585	
28.691	210.08	13.22	0.595467	0.659988	6.97606	6.36888	5.8423	
29.619	210.08	13.22	0.595467	0	7.3538	6.7528	6.17754	
30.519	211.11	13.24	0.598267	1.05316	7.737	7.17512	6.53963	
31.635	211.11	13.24	0.598267	0	8.01014	7.17512	6.53963	
32.524	216.53	13.36	0.61304	5.53999	8.38569	7.61713	6.91102	
33.592	216.53	13.36	0.61304	0	8.66866	7.99761	7.3094	
34.546	223.44	13.81	0.632667	7.36	8.66866	8.32402	7.66652	
35.555	223.44	13.81	0.632667	0	8.98696	8.59738	8.02476	
36.497	243.31	14.69	0.688	20.7293	9.2992	8.8631	8.3522	
37.673	243.31	14.69	0.688	0	9.83739	9.17983	8.3522	
38.569	272.04	14.88	0.76512	28.8911	10.1193	9.17983	8.66483	
39.651	272.04	14.88	0.76512	0	10.4049	9.48199	9.03655	
40.631	271.9	15.51	0.766427	0.490021	10.4049	9.76491	9.42507	
41.674	271.9	15.51	0.766427	0	10.7995	10.0814	9.68484	
42.599	272.24	15.64	0.76768	0.470001	11.1495	10.4768	9.72498	
43.641	272.24	15.64	0.76768	0	11.1685	10.7825	9.79567	
44.629	278.75	15.97	0.78592	6.84	11.2041	10.7825	10.0465	
45.59	278.75	15.97	0.78592	0	11.466	11.2193	10.0465	
46.762	289.53	16.97	0.817333	11.78	11.7637	11.5463	10.327	
47.605	289.53	16.97	0.817333	0	11.7637	11.8291	10.4058	
48.684	291.06	17	0.821493	1.55844	11.8177	11.837	10.6557	
49.541	291.06	17	0.821493	0	11.8941	11.888	10.9671	
50.665	291	17.07	0.82152	0.0100198	12.2226	12.2024	10.9671	
51.53	290.92	17.15	0.82152	-3.05176e-05	12.6199	12.5837	11.444	
52.655	291.44	17.21	0.823067	0.580017	12.9725	12.5837	11.7962	
53.61	291.38	17.31	0.823173	0.0400085	12.9725	12.939	12.1363	
54.705	291.38	17.31	0.823173	0	13.3121	13.2881	12.5396	
55.78	292.85	17.54	0.827707	1.70339	13.6431	13.3014	12.9314	
56.659	292.85	17.54	0.827707	0	13.9901	13.3077	12.9314	
57.561	295.74	17.86	0.836267	3.20361	14.3321	13.3123	13.3335	
58.795	295.74	17.86	0.836267	0	14.6661	13.3181	13.8054	
59.534	297.33	17.58	0.83976	1.31	14.6661	13.3181	13.8054	
60.566	297.33	17.58	0.83976	0	15.0926	13.5892	14.204	
61.592	298.81	18.55	0.846293	2.44998	15.4533	13.9942	14.5285	
62.503	298.81	18.55	0.846293	0	15.7567	14.3166	14.8665	
63.619	302.98	19.27	0.859333	4.89488	16.1024	14.3991	15.2201	
64.576	302.98	19.27	0.859333	0	16.4405	14.4012	15.2201	
65.642	328.29	19.57	0.927627	25.61	16.7519	14.4466	15.5894	
